model_id,model_name,model_type,group,item_id,text,audio_path,audio_duration_sec,sample_rate,reference_used,generation_status,latency_sec,has_error,error_notes,stress_notes
silero_tts_v4_ru,Silero TTS V4,silero_v4,numbers,numbers_06,"Лампа коптила много столетий, потому что ламповое стекло изобрели лишь во второй половине XVIII в.",results/audio/silero_tts_v4_ru_numbers_numbers_06.wav,5.888,48000.0,no,generated,0.0853333333333333,yes,,
silero_tts_v4_ru,Silero TTS V4,silero_v4,numbers,numbers_07,"Взять 1/2 стакана дрожжей, 1/4 стакана воды, 1/2 фунта сахара, 1/3 фунта т. е. 1 стакан изюма, 1/2 золотника шафрана, намоченного в 1/4 стакана холодной воды или рома, 60 желтков, 2 1/2 стакана растопленного масла, муки 1 гарнец без 2 стаканов.",results/audio/silero_tts_v4_ru_numbers_numbers_07.wav,15.675,48000.0,no,generated,0.096,yes,,
silero_tts_v4_ru,Silero TTS V4,silero_v4,numbers,numbers_08,"Это лишний раз подтвердил 12-й по счёту и первый в статусе республиканского фестиваль горномарийской песни, прошедший при аншлаге во Дворце культуры имени Я. Эшпая.",results/audio/silero_tts_v4_ru_numbers_numbers_08.wav,10.85,48000.0,no,generated,0.096,yes,,
silero_tts_v4_ru,Silero TTS V4,silero_v4,numbers,numbers_09,Эта этноязыковая общность существовала в Центральной Европе во II тысячелетии до н. э. и названа Г. Краэ древнеевропейской.,results/audio/silero_tts_v4_ru_numbers_numbers_09.wav,8.4,48000.0,no,generated,0.0853333333333333,yes,,
silero_tts_v4_ru,Silero TTS V4,silero_v4,numbers,numbers_10,"На требование остановиться 4,3-тонный автомобиль разогнался почти до паспортных 90 км/ч, за что и был расстрелян из табельных милицейских автоматов и пистолетов на Нагатинской набережной.",results/audio/silero_tts_v4_ru_numbers_numbers_10.wav,11.512,48000.0,no,generated,0.096,yes,,
silero_tts_v4_ru,Silero TTS V4,silero_v4,stress,stress_01,"Дом, в котором я живу, расположен на окраине маленького городка, у самой подошвы горы. Здесь мягкий климат и редко идут дожди. Ночью небосвод бывает так густо усеян звездами, что кажется, будто все миллиарды их из нашей галактики разбросаны вверху над моей головой. Летним утром, как только я открываю окно, моя большая комната наполняется запахом цветов. Ветки черешен смотрят мне в окна, и легкий теплый ветер усыпает мой письменный стол белыми лепестками.

Вдруг позади себя я слышу: „Сережа, неужели это ты? Вот так встреча!“. Я узнаю этот низкий голос. Оборачиваюсь - так и есть: Андрей Сафонов! Очень радостно видеть его вновь. С Андреем мы знакомы с конца восьмидесятых - служили вместе в армии. Его, энергичного и общительного, всегда на помощь готового прийти, любили все. Меня покорили его честность и недюжинная сила.

Мы были дружны, но потом, мало-помалу, связь наша оборвалась.
— Здравствуй, Андрюша! Как ты тут оказался?
— Командировка в архив: предлагают снять сюжет про судоверфь. Вчера приехали - сегодня уезжаем. Вернее, улетаем - к четырем в аэропорт.",results/audio/silero_tts_v4_ru_stress_stress_01.wav,74.83,48000.0,no,generated,0.128,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_graphic,abbr_graphic_01,"Клепиковский район, г. Спас-Клепики, ул. Московская, д. 23.",results/audio/chatterbox_multilingual_ru_abbr_graphic_abbr_graphic_01.wav,4.32,24000.0,no,generated,0.064,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_graphic,abbr_graphic_02,"В соответствии со ст. 7 ФЗ № 115-ФЗ от 07.08.2001 ""О противодействии легализации (отмыванию) доходов».",results/audio/chatterbox_multilingual_ru_abbr_graphic_abbr_graphic_02.wav,9.64,24000.0,no,generated,0.17066666666666666,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_graphic,abbr_graphic_03,"Кроме того, по слухам, М. Ходорковский обещал выделить 10 млн. долл. на выборные нужды союза СПС и ""Яблока"".",results/audio/chatterbox_multilingual_ru_abbr_graphic_abbr_graphic_03.wav,7.52,24000.0,no,generated,0.448,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_graphic,abbr_graphic_04,"Вот он описывает Йер: ""Городок, окружённый, т. е. с трех сторон (четвёртая - море) тремя цепями гор.""",results/audio/chatterbox_multilingual_ru_abbr_graphic_abbr_graphic_04.wav,7.24,24000.0,no,generated,0.14933333333333335,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_graphic,abbr_graphic_05,"К нелепым, но шумным показательным процессам и т. д. и т. п.",results/audio/chatterbox_multilingual_ru_abbr_graphic_abbr_graphic_05.wav,3.76,24000.0,no,generated,0.064,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_graphic,abbr_graphic_06,"Он то утверждает, что у них там всё хорошо, а через неделю говорит, что всё совсем плохо (см. таблицу на стр. 23).",results/audio/chatterbox_multilingual_ru_abbr_graphic_abbr_graphic_06.wav,6.92,24000.0,no,generated,0.128,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_graphic,abbr_graphic_07,В 2000-м и. о. президента Путин назначает Беспалова и. о. представителя президента в Санкт-Петербурге.,results/audio/chatterbox_multilingual_ru_abbr_graphic_abbr_graphic_07.wav,7.48,24000.0,no,generated,0.17066666666666666,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_graphic,abbr_graphic_08,В 1994-1995 гг. начался массированный накат на мэра Петербурга Анатолия Собчака.,results/audio/chatterbox_multilingual_ru_abbr_graphic_abbr_graphic_08.wav,7.2,24000.0,no,generated,0.10666666666666667,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_graphic,abbr_graphic_09,Он был первым в спринтерской гонке на 10 км в немецком местечке Оберхоф.,results/audio/chatterbox_multilingual_ru_abbr_graphic_abbr_graphic_09.wav,4.24,24000.0,no,generated,0.10666666666666667,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_graphic,abbr_graphic_10,"Открывали фестиваль три спектакля, поставленные Андреем Гончаровым в Театре им. Маяковского.",results/audio/chatterbox_multilingual_ru_abbr_graphic_abbr_graphic_10.wav,5.28,24000.0,no,generated,0.10666666666666667,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_lexical,abbr_lexical_01,"Ожидается, что к 2012 г. сумма денежных переводов в указанный регион превысит 70 млрд. долларов США.",results/audio/chatterbox_multilingual_ru_abbr_lexical_abbr_lexical_01.wav,6.6,24000.0,no,generated,0.32,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_lexical,abbr_lexical_02,Он выступил перед студентами и преподавателями МГИМО с лекцией о состоянии и перспективах развития отношений между Россией и США в области энергетики.,results/audio/chatterbox_multilingual_ru_abbr_lexical_abbr_lexical_02.wav,7.48,24000.0,no,generated,0.08533333333333333,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_lexical,abbr_lexical_03,Ротационная БД в ЛВС типа «звезда».,results/audio/chatterbox_multilingual_ru_abbr_lexical_abbr_lexical_03.wav,3.92,24000.0,no,generated,0.14933333333333335,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_lexical,abbr_lexical_04,"С 1971 по 1977 гг. работал инженером НПО ""Вектор"".",results/audio/chatterbox_multilingual_ru_abbr_lexical_abbr_lexical_04.wav,7.64,24000.0,no,generated,0.10666666666666667,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_lexical,abbr_lexical_05,"В качестве полузаказных СБИС на основе БМК возьмём серию К 1574, производимую на НПО ""Интеграл"".",results/audio/chatterbox_multilingual_ru_abbr_lexical_abbr_lexical_05.wav,6.56,24000.0,no,generated,0.14933333333333335,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_lexical,abbr_lexical_06,Так что не надо замазывать влияние КПРФ.,results/audio/chatterbox_multilingual_ru_abbr_lexical_abbr_lexical_06.wav,3.28,24000.0,no,generated,0.021333333333333333,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_lexical,abbr_lexical_07,"Такую сверхзадачу поставили перед собой в прямом радиоэфире ""Эха Москвы"" один из собственников ЮКОСа Василий Шахновский и ""политкорректно"" пособлявшие ему на разные лады, обозреватели А. Венедиктов и М. Ганопольский.",results/audio/chatterbox_multilingual_ru_abbr_lexical_abbr_lexical_07.wav,11.56,24000.0,no,generated,0.042666666666666665,yes,,
chatterbox_multilingual_ru,Chatterbox Multilingual,chatterbox,abbr_lexical,abbr_lexical_08,"В мае 1933 года министр МВД, правая рука Ф. Рузвельта, неукротимый Гарольд Икес доложил президенту о ""сплошной деморализации"" нефтяной промышленности.",results/audio/chatterbox_multilingual_ru_abbr_lexical_abbr_lexical_08.wav,10.28,24000.0,no,generated,0.14933333333333335,yes,,
